Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
11138,thru walking walk window,3 stars,4,0.43341732,"Long wait times, slow drive-thru",3,neutral
11139,veggie option mess today,2 stars,3,0.35472265,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
11140,bad mcdonald,1 star,0,0.72032106,"Bad service, wrong orders, rude staff",1,negative
11141,service slow bad mcdonald,1 star,0,0.60402596,"Bad service, wrong orders, rude staff",1,negative
11142,good servicemcd employee professional courteous repeat customer,5 stars,1,0.44436598,"Fast and quick service, clean place, friendly staff",5,positive
11143,service bad inefficient slow long order wrong,1 star,0,0.6213434,"Bad service, wrong orders, rude staff",1,negative
11144,disorganized wrong order incomplete order side mcdonald cheap food,2 stars,0,0.7538995,"Bad service, wrong orders, rude staff",2,negative
11145,place open pm,2 stars,4,0.7896592,"Long wait times, slow drive-thru",2,negative
11147,bad filthy bad customer service bathroom decade,1 star,0,0.5205964,"Bad service, wrong orders, rude staff",1,negative
11148,artisian chicken sandwich salty tomato slice lettuce,3 stars,3,0.8809468,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
11149,location employee attitude customer horrible,1 star,0,0.8606075,"Bad service, wrong orders, rude staff",1,negative
11150,dirty used bathroom full shower,2 stars,1,0.44973806,"Fast and quick service, clean place, friendly staff",2,negative
11151,lot people manage satisfied,4 stars,5,0.541494,"Miscellanous, general complains about environment",4,positive
11152,lazy staff fresh make cold food,1 star,5,0.29619148,"Miscellanous, general complains about environment",1,negative
11153,bad customer service cashier open rude order,1 star,0,0.7585133,"Bad service, wrong orders, rude staff",1,negative
11154,taste stuff available,1 star,5,0.49611312,"Miscellanous, general complains about environment",1,negative
11155,bad mcdonald quarter pounder,1 star,3,0.5297279,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
11156,quick service,5 stars,1,0.7219705,"Fast and quick service, clean place, friendly staff",5,positive
11157,place star sorry thought,1 star,3,0.26302,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
11158,apple pie relize cold,2 stars,2,0.45232603,"Overall good price, quality, service",2,negative
11159,tired breakfast sandwich tidy table,4 stars,3,0.4979273,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
11160,bad service plain ranch mozzarella cheese rude employee service,1 star,0,0.567713,"Bad service, wrong orders, rude staff",1,negative
11161,busy worker rude food front bathroom horrendous,3 stars,1,0.5319281,"Fast and quick service, clean place, friendly staff",3,neutral
11162,mcdonald life staff friendly cheap place beach,4 stars,1,0.5187448,"Fast and quick service, clean place, friendly staff",4,positive
11163,service fast customer service good,3 stars,1,0.67086965,"Fast and quick service, clean place, friendly staff",3,neutral
11164,bad mcdonald star,1 star,0,0.5175976,"Bad service, wrong orders, rude staff",1,negative
11165,horrible service spanish messed order dirty table,1 star,0,0.6272702,"Bad service, wrong orders, rude staff",1,negative
11166,bad time service food fry plain flavor,1 star,0,0.64340496,"Bad service, wrong orders, rude staff",1,negative
11167,horrible,1 star,0,0.5833222,"Bad service, wrong orders, rude staff",1,negative
11168,poor service cleaner table,1 star,1,0.5412434,"Fast and quick service, clean place, friendly staff",1,negative
11169,food quality good burgerfis burger fry fiveguy,1 star,2,0.5260771,"Overall good price, quality, service",1,negative
11170,order wrong fast food good thing milkshake,2 stars,0,0.5676754,"Bad service, wrong orders, rude staff",2,negative
11171,door door people change hour,1 star,4,0.86065316,"Long wait times, slow drive-thru",1,negative
11172,mcdonald time quick bite,4 stars,2,0.3843047,"Overall good price, quality, service",4,positive
11173,service bad long time fry milkshake order fry bland,1 star,3,0.38978168,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
11174,bad place star mcdonald people,1 star,0,0.5903801,"Bad service, wrong orders, rude staff",1,negative
11175,great example bit busy quite food,4 stars,1,0.66596454,"Fast and quick service, clean place, friendly staff",4,positive
11176,long line order employee slow dirty customer service,1 star,4,0.51322186,"Long wait times, slow drive-thru",1,negative
11177,good line guy way fun kid,2 stars,4,0.44749767,"Long wait times, slow drive-thru",2,negative
11178,terriblechaotic kind verbal abuseand lack dignity show visitor,1 star,4,0.38634625,"Long wait times, slow drive-thru",1,negative
11179,dirty frantic fast service order,2 stars,1,0.61150426,"Fast and quick service, clean place, friendly staff",2,negative
11180,free refill place mobile app cheap order,2 stars,4,0.5366022,"Long wait times, slow drive-thru",2,negative
11181,fast hot fresh much seating,5 stars,5,0.4699409,"Miscellanous, general complains about environment",5,positive
11182,gr8,5 stars,0,0.16666667,"Bad service, wrong orders, rude staff",5,positive
11183,congested location interior employee order due fact,1 star,0,0.38024256,"Bad service, wrong orders, rude staff",1,negative
11184,love day coffee head,5 stars,1,0.50340354,"Fast and quick service, clean place, friendly staff",5,positive
11185,star,1 star,5,0.5830945,"Miscellanous, general complains about environment",1,negative
11186,bad mcdonald earth bathroom disgusting ordering kiosk food pure chaos,1 star,0,0.45272356,"Bad service, wrong orders, rude staff",1,negative
11187,order food,1 star,0,0.7180131,"Bad service, wrong orders, rude staff",1,negative
11188,toilet dirty bad,3 stars,4,0.29177517,"Long wait times, slow drive-thru",3,neutral
11189,minute order english available rude unfriendly staff place,1 star,0,0.51696897,"Bad service, wrong orders, rude staff",1,negative
11190,shocking service staff food grim toilet horrendous,1 star,1,0.684114,"Fast and quick service, clean place, friendly staff",1,negative
11191,filthy place paper order kiosk table floor dirty,1 star,1,0.4153565,"Fast and quick service, clean place, friendly staff",1,negative
11192,bad mcdonald minute cheese,1 star,4,0.45400995,"Long wait times, slow drive-thru",1,negative
11193,bad mcdonald fine attention,1 star,2,0.5912724,"Overall good price, quality, service",1,negative
11194,quick bite eat,2 stars,1,0.5412028,"Fast and quick service, clean place, friendly staff",2,negative
11195,food bad staff rude pleasant visit mcdonald,1 star,1,0.5123789,"Fast and quick service, clean place, friendly staff",1,negative
11196,good good food expensive,5 stars,2,0.5536502,"Overall good price, quality, service",5,positive
11197,typical food nice ample women restroom unclean,3 stars,5,0.47727206,"Miscellanous, general complains about environment",3,neutral
11198,clean place dirty area juice soda,1 star,1,0.58577186,"Fast and quick service, clean place, friendly staff",1,negative
11199,staff quick professional welcome improvment last visit,4 stars,1,0.5093938,"Fast and quick service, clean place, friendly staff",4,positive
11200,poor cleanliness awful management basic standard,1 star,0,0.6216581,"Bad service, wrong orders, rude staff",1,negative
11201,food fresh service poor mcdonald,1 star,1,0.64315355,"Fast and quick service, clean place, friendly staff",1,negative
11202,good option fast food lover nice location,5 stars,1,0.5520306,"Fast and quick service, clean place, friendly staff",5,positive
11203,uber order meal mcdonald item bad,1 star,0,0.43169442,"Bad service, wrong orders, rude staff",1,negative
11204,horrible restaurant dirty option time combo available business,1 star,1,0.3181869,"Fast and quick service, clean place, friendly staff",1,negative
11205,bad service cheseeburger bad experience,1 star,0,0.83290416,"Bad service, wrong orders, rude staff",1,negative
11206,open hour,1 star,4,0.72222006,"Long wait times, slow drive-thru",1,negative
11207,disregard promotion arrogance stuff unfriendly boss bad commercial mcdonald brand,1 star,0,0.44688728,"Bad service, wrong orders, rude staff",1,negative
11208,waiting time order staff nice ok,4 stars,4,0.4521809,"Long wait times, slow drive-thru",4,positive
11209,average mcdonald,4 stars,2,0.72167385,"Overall good price, quality, service",4,positive
11210,cheeseburger evone awesome helping able bogo food fresh nice car minute thank quarter pound cheeseburger delicious,5 stars,1,0.28970355,"Fast and quick service, clean place, friendly staff",5,positive
11211,star front beginning code app bun chicken money rest burger fine need fry fry front pathological liar advantage other family member,1 star,3,0.44807705,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
11212,love food kid meal rocket guardian galaxy kid meal black panther,5 stars,3,0.4094779,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
11213,bad macdonald review macdonald good teen year macdonald place dirty non customer friendly mac nugget quarter mine change lady,1 star,0,0.37804034,"Bad service, wrong orders, rude staff",1,negative
11214,today service spectacular questionable today high bar staff friendly people,5 stars,1,0.40725407,"Fast and quick service, clean place, friendly staff",5,positive
11215,clean standard charm,5 stars,1,0.38891965,"Fast and quick service, clean place, friendly staff",5,positive
11216,drive order politeness people barbecue sauce girl cent barbecue sauce sweet respectful pay barbecue sauce free time money people worth service throw sauce atmosphere politeness food pay barbecue sauce,1 star,0,0.49263832,"Bad service, wrong orders, rude staff",1,negative
11217,mcdonald year price small breakfast fo,2 stars,3,0.62381816,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
11218,hour establishment place order coffee come window tell dispute charge app poor service false business hour advertising,1 star,4,0.42638037,"Long wait times, slow drive-thru",1,negative
11219,bad place place make pickle hamburger,1 star,0,0.42507085,"Bad service, wrong orders, rude staff",1,negative
11220,pricing dollar plain biscuit egg biscuit key person people owner name,1 star,4,0.36844328,"Long wait times, slow drive-thru",1,negative
11221,machine review star order wrong today local transient guy homeless man food staff homeless guy man food,1 star,0,0.60362846,"Bad service, wrong orders, rude staff",1,negative
11222,chocolate milk happy meal manager soda kid soda,1 star,0,0.3519162,"Bad service, wrong orders, rude staff",1,negative
11223,uber order much helpful,4 stars,4,0.5237496,"Long wait times, slow drive-thru",4,positive
11224,star brand real staff training location customer service good time minute order bad thing lot customer scratch funny part day hurry scooter speaker people scooter upset place lock scooter whole mac thing daughter homeless junky beach gathering use restroom beach area,2 stars,0,0.42685574,"Bad service, wrong orders, rude staff",2,negative
11225,noise dirty place cooker toilet twice month long time order meal,1 star,4,0.69282144,"Long wait times, slow drive-thru",1,negative
